ObservationId,SpeciesId,SpeciesName,CountryId,WKT,Centroid,Year,DataPartnerName,Reference,ReferenceUrl,GeoJSON.type,GeoJSON.coordinates
E34EF1FE-645E-F011-9112-08F1EAD81ED0,R09715,Myiopsitta monachus,ES,POINT (-3.7221772 40.3771347),FALSE,2023,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/640c640d24207985fa189833,Point,
E44EF1FE-645E-F011-9112-08F1EAD81ED0,R12250,Procambarus clarkii,IT,POINT (12.9523658752441 41.5797707313684),FALSE,2023,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6535278434067d260a346334,Point,
E54EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8067179 45.7204051),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66e41432417bb32b3a00989f,Point,
E64EF1FE-645E-F011-9112-08F1EAD81ED0,R00481,Alburnus alburnus,ES,POINT (-4.7437981 41.6292895),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/62af6e853dac78588a2ad6ad,Point,
E74EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.83439022328506 45.7973276993952),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5dcbb62614ca6438c35e794c,Point,
E84EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8154155 45.837711),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6316ea7c2f934d53a39b278f,Point,
E94EF1FE-645E-F011-9112-08F1EAD81ED0,R07772,Ipomoea purpurea,ES,POINT (-1.2173236 37.9969994),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/61596ad681fb1ded16f31ae8,Point,
EA4EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8071213 45.8211978),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66c208532f28887016d2001c,Point,
EB4EF1FE-645E-F011-9112-08F1EAD81ED0,R09442,Micropterus salmoides,ES,POINT (-0.3160651 39.3186444),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/629da33bf1f4fdc7bf21dad6,Point,
EC4EF1FE-645E-F011-9112-08F1EAD81ED0,R06574,Gambusia holbrooki,BG,POINT (23.4190479 42.5885654),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6288c260ace2b39c9ee26e3f,Point,
ED4EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.7434514 45.9799111),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66e19e7b3452cfa4741745bf,Point,
EE4EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8077302 45.8048355),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66b249b546d6df4bc5882ddc,Point,
EF4EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8980711 45.9142157),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66c86a4992d55051b26e226b,Point,
F04EF1FE-645E-F011-9112-08F1EAD81ED0,R18154,Trachemys scripta,IT,POINT (11.7483651638031 45.3015918676396),FALSE,2023,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/647aeaa90aca1f5f6decc8db,Point,
F14EF1FE-645E-F011-9112-08F1EAD81ED0,R14111,Sinanodonta woodiana,BG,POINT (25.1551508903503 43.4009473626502),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/63020f4afdeaaa18ae203b58,Point,
F24EF1FE-645E-F011-9112-08F1EAD81ED0,R07719,Impatiens glandulifera,UK,POINT (-2.8124025 50.9547828),FALSE,2018,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5b96bb19efac6409c12d4f16,Point,
F34EF1FE-645E-F011-9112-08F1EAD81ED0,R00481,Alburnus alburnus,ES,POINT (0.6480086 41.1346909),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/60f1dd1cfbd08eb6f888c9a8,Point,
F44EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.867706 45.7753161),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/632c0c3263bb55410c8bb991,Point,
F54EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.739538 45.9838054),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66e1631a3452cfa4741745a4,Point,
F64EF1FE-645E-F011-9112-08F1EAD81ED0,R10443,Faxonius limosus,BG,POINT (22.8586435317993 43.9442600135578),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5d59621de06738509c214a79,Point,
F74EF1FE-645E-F011-9112-08F1EAD81ED0,R12250,Procambarus clarkii,ES,POINT (-1.0079153 38.0510726),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/615973f081fb1ded16f31afc,Point,
F84EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.799055 45.8346594),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66b1c6c846d6df4bc5882d9c,Point,
F94EF1FE-645E-F011-9112-08F1EAD81ED0,R05292,Dreissena polymorpha,RS,POINT (20.310138 45.2012219),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5d2202da589d2309ab122d79,Point,
FA4EF1FE-645E-F011-9112-08F1EAD81ED0,R10004,Nicotiana glauca,ES,POINT (-1.21584717523287 37.9947972305805),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6378b86011845ea53a6e6fef,Point,
FB4EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8303759 45.830428),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66b3119846d6df4bc5882def,Point,
FC4EF1FE-645E-F011-9112-08F1EAD81ED0,R06407,Fraxinus pennsylvanica,RS,POINT (19.984608643883 44.73216610156),FALSE,2020,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5fb7a3de89fb3bac91b14fe1,Point,
FD4EF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,FR,POINT (6.141249136 46.213765515),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5dc51ac345d0d0f20cec61a6,Point,
FE4EF1FE-645E-F011-9112-08F1EAD81ED0,R02554,Callinectes sapidus,ES,POINT (-0.2656537812436 39.176481593124),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/62a76c6fc92ab31a0025b2ed,Point,
FF4EF1FE-645E-F011-9112-08F1EAD81ED0,R00644,Alopochen aegyptiaca,BE,POINT (4.3830059 50.8470482),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/607311583cf514e516fe8bc1,Point,
004FF1FE-645E-F011-9112-08F1EAD81ED0,R00481,Alburnus alburnus,ES,POINT (0.5166984 40.9751916),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/60f1dc4afbd08eb6f888c9a2,Point,
014FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8070109 45.8254367),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6311bbda8d5f7ca8dbea0870,Point,
024FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8518168 45.813619),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66c84bbc92d55051b26e2251,Point,
034FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8130768 45.8246224),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66e53f3a417bb32b3a0098ac,Point,
044FF1FE-645E-F011-9112-08F1EAD81ED0,R03000,Cenchrus setaceus,ES,POINT (-2.6548111502052 36.799597695655),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/62056f031a142e6d85b760b1,Point,
054FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,FR,POINT (6.14137397 46.21390742),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5dc2b09245d0d0f20cec61a3,Point,
064FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,ES,POINT (-5.1673870499144 38.1995974576609),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/60a3fc0331ea43d3f0a734ff,Point,
074FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.7157165 45.839494),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/63171d6e2f934d53a39b27b2,Point,
084FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8369996 45.8081488),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/632c064863bb55410c8bb98f,Point,
094FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8105745 45.8361262),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5dab2a0321dc7b184f5b80e8,Point,
0A4FF1FE-645E-F011-9112-08F1EAD81ED0,R18154,Trachemys scripta,ES,POINT (-1.14004324757843 37.9785054104895),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/616d4d305049f6584a65830d,Point,
0B4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,BG,POINT (23.3292229 42.6591141),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/628cc30e9f2af7dc30dfbb7b,Point,
0C4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8335971 45.8002008),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66f261fef0eda677be7a219d,Point,
0D4FF1FE-645E-F011-9112-08F1EAD81ED0,R12451,Pseudorasbora parva,BG,POINT (22.8904288598278 43.8276806654603),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5d581cd2e06738509c214a75,Point,
0E4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8333787 45.7988478),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6320780f079496b951c59484,Point,
0F4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.82049333762233 45.8272333365111),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5da01e7321dc7b184f5b80ac,Point,
104FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.6679346 45.8043172),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66b239b646d6df4bc5882dcc,Point,
114FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (13.8052297 43.1679921),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6693878b46d6df4bc5882d2b,Point,
124FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,FR,POINT (-1.38672351837158 45.967949558019),FALSE,2020,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5eeab280b85bd8186b6d13d1,Point,
134FF1FE-645E-F011-9112-08F1EAD81ED0,R09715,Myiopsitta monachus,ES,POINT (-3.7254667 40.3741655),FALSE,2023,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/640c616d24207985fa189831,Point,
144FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8135435 45.8126348),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/63206fad079496b951c5947e,Point,
154FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.60538453893331 45.7968641773191),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5d9aef7321dc7b184f5b806d,Point,
164FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (12.49755522 41.87844017),FALSE,2020,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5f2fd922a63246b559786d0b,Point,
174FF1FE-645E-F011-9112-08F1EAD81ED0,R12644,Pueraria montana (Lour.) Merr. var. lobata,IT,POINT (8.8240311 45.8259453),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66f91e18cf2ae23bf45e5347,Point,
184FF1FE-645E-F011-9112-08F1EAD81ED0,R05431,Egeria densa,ES,POINT (-0.6040416 38.8171601),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/62ab0fb6c92ab31a0025b31c,Point,
194FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.730358 45.8423069),FALSE,2022,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/630f0b228d5f7ca8dbea0843,Point,
1A4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.6668025 45.8943704),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66b1e69746d6df4bc5882dc7,Point,
1B4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8227889 45.8280133),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/612dd348fd9dfade5500f210,Point,
1C4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.81501244959443 45.8381998144886),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5d9d7e4e21dc7b184f5b8089,Point,
1D4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.60687003204138 45.798110394791),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5d9aedb721dc7b184f5b8068,Point,
1E4FF1FE-645E-F011-9112-08F1EAD81ED0,R00859,Amorpha fruticosa,BA,POINT (19.0132309 44.8732097),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/610422e3e81bd49e69a433b1,Point,
1F4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8769236 45.7630815),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6703b134cf2ae23bf45e536e,Point,
204FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (13.7964844 43.1504381),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6693f19546d6df4bc5882d2c,Point,
214FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,PT,POINT (-9.1373544 38.7165715),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66d8cd9e3452cfa474174587,Point,
224FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.8304934 45.8304384),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66b30fd946d6df4bc5882dee,Point,
234FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.7222296 45.8438729),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66b1d16846d6df4bc5882da8,Point,
244FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,SI,POINT (14.4927363160343 46.0666469234154),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5d8a7932aff686f19b23fdcb,Point,
254FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.82019074716694 45.8272103936493),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5da01f4f21dc7b184f5b80ad,Point,
264FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.83363666280696 45.7996617566301),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5dcbb4b014ca6438c35e7949,Point,
274FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.65082491872185 45.8972091340984),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5da9de0521dc7b184f5b80e6,Point,
284FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,BG,POINT (24.7402739 42.1396238),FALSE,2021,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/6151ea0381fb1ded16f31ace,Point,
294FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.64763606622907 45.8240851775967),FALSE,2019,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/5d9caafb21dc7b184f5b8083,Point,
2A4FF1FE-645E-F011-9112-08F1EAD81ED0,R00460,Ailanthus altissima,IT,POINT (8.5989681 45.9041461),FALSE,2024,IASE,Invasive Alien Species in Europe,https://easin.jrc.ec.europa.eu/ias/speciesreport/details/66b4930242ea5f3793be092c,Point,
